utterance	note	who	sentence
ParlaMint-UA_2017-02-21-m0.u244	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	[Олег](ParlaMint-UA_2017-02-21-m0.u243.p3.s2.w1) [Ляшко](ParlaMint-UA_2017-02-21-m0.u243.p3.s2.w2). 
ParlaMint-UA_2017-02-21-m0.u248	КУЛІНІЧ О.І.	#ОлегІвановичКулініч.1966	Будь ласка, [Кулініч](ParlaMint-UA_2017-02-21-m0.u247.p3.s1.w4), включіть мікрофон. 
ParlaMint-UA_2017-02-21-m0.u250	ТИМОШЕНКО Ю.В.	#ЮліяВолодимирівнаТимошенко.1960 #ЮрійВолодимировичТимошенко.1961	Будь ласка, репліка, [Тимошенко](ParlaMint-UA_2017-02-21-m0.u249.p2.s1.w6), і потім, будь ласка. 
ParlaMint-UA_2017-02-21-m0.u252	ГУДЗЕНКО В.І.	#ВіталійІвановичГудзенко.1971	[Гудзенко](ParlaMint-UA_2017-02-21-m0.u251.p1.s1.w1), будь ласка, одна хвилина. 
ParlaMint-UA_2017-02-21-m0.u252	ГУДЗЕНКО В.І.	#ВіталійІвановичГудзенко.1971	Будь ласка, [Гудзенко](ParlaMint-UA_2017-02-21-m0.u251.p2.s1.w4). 
ParlaMint-UA_2017-02-21-m0.u254	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	[Івченко](ParlaMint-UA_2017-02-21-m0.u253.p1.s1.w1), будь ласка. 
ParlaMint-UA_2017-02-21-m0.u256	ЛАБАЗЮК С.П.	#СергійПетровичЛабазюк.1980	Будь ласка, [Лабазюк](ParlaMint-UA_2017-02-21-m0.u255.p2.s1.w4), дуже коротко, 30 секунд, і переходимо до голосування. 
ParlaMint-UA_2017-02-21-m1.u2	КОВАЛІВ Я.Б.	КОВАЛІВ Я.Б.	І я запрошую до доповіді голову Державного агентства рибного господарства [Коваліва](ParlaMint-UA_2017-02-21-m1.u1.p18.s2.w11) [Ярему](ParlaMint-UA_2017-02-21-m1.u1.p18.s2.w12) Богдановича. 
ParlaMint-UA_2017-02-21-m1.u2	КОВАЛІВ Я.Б.	КОВАЛІВ Я.Б.	І я запрошую до доповіді голову Державного агентства рибного господарства [Коваліва](ParlaMint-UA_2017-02-21-m1.u1.p18.s2.w11) Ярему [Богдановича](ParlaMint-UA_2017-02-21-m1.u1.p18.s2.w13). 
ParlaMint-UA_2017-02-21-m1.u8	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	[Юрій](ParlaMint-UA_2017-02-21-m1.u7.p7.s1.w1) [Левченко](ParlaMint-UA_2017-02-21-m1.u7.p7.s1.w2), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u10	ІЛЛЄНКО А.Ю.	#АндрійЮрійовичІллєнко.1987	[Іллєнко](ParlaMint-UA_2017-02-21-m1.u9.p1.s1.w1) [Андрій](ParlaMint-UA_2017-02-21-m1.u9.p1.s1.w2) Юрійович. 
ParlaMint-UA_2017-02-21-m1.u10	ІЛЛЄНКО А.Ю.	#АндрійЮрійовичІллєнко.1987	[Іллєнко](ParlaMint-UA_2017-02-21-m1.u9.p1.s1.w1) Андрій [Юрійович](ParlaMint-UA_2017-02-21-m1.u9.p1.s1.w3). 
ParlaMint-UA_2017-02-21-m1.u14	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	Я запрошую ще до заключного слова заступника голови Комітету з питань аграрної політики [Бакуменка](ParlaMint-UA_2017-02-21-m1.u13.p2.s2.w14) [Олександра](ParlaMint-UA_2017-02-21-m1.u13.p2.s2.w15) [Борисовича](ParlaMint-UA_2017-02-21-m1.u13.p2.s2.w16). 
ParlaMint-UA_2017-02-21-m1.u14	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	Отже, [Бакуменко](ParlaMint-UA_2017-02-21-m1.u13.p3.s1.w3) [Олександр](ParlaMint-UA_2017-02-21-m1.u13.p3.s1.w4) Борисович, будь ласка. 
ParlaMint-UA_2017-02-21-m1.u14	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	Отже, [Бакуменко](ParlaMint-UA_2017-02-21-m1.u13.p3.s1.w3) Олександр [Борисович](ParlaMint-UA_2017-02-21-m1.u13.p3.s1.w5), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u14	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	[Бакуменко](ParlaMint-UA_2017-02-21-m1.u13.p14.s1.w1) [Олександр](ParlaMint-UA_2017-02-21-m1.u13.p14.s1.w2) Борисович, дайте свою пропозицію, включіть мікрофон, як нам бути з тим законопроектом. 
ParlaMint-UA_2017-02-21-m1.u14	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	[Бакуменко](ParlaMint-UA_2017-02-21-m1.u13.p14.s1.w1) Олександр [Борисович](ParlaMint-UA_2017-02-21-m1.u13.p14.s1.w3), дайте свою пропозицію, включіть мікрофон, як нам бути з тим законопроектом. 
ParlaMint-UA_2017-02-21-m1.u16	СТАШУК В.Ф.	#ВіталійФилимоновичСташук.1972	І я запрошую до доповіді народного депутата України [Сташука](ParlaMint-UA_2017-02-21-m1.u15.p15.s1.w9) [Віталія](ParlaMint-UA_2017-02-21-m1.u15.p15.s1.w10) Филимоновича. 
ParlaMint-UA_2017-02-21-m1.u16	СТАШУК В.Ф.	#ВіталійФилимоновичСташук.1972	І я запрошую до доповіді народного депутата України [Сташука](ParlaMint-UA_2017-02-21-m1.u15.p15.s1.w9) Віталія [Филимоновича](ParlaMint-UA_2017-02-21-m1.u15.p15.s1.w11). 
ParlaMint-UA_2017-02-21-m1.u20	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	До співдоповіді запрошується заступник голови Комітету з питань аграрної політики та земельних відносин [Бакуменко](ParlaMint-UA_2017-02-21-m1.u19.p2.s1.w14) [Олександр](ParlaMint-UA_2017-02-21-m1.u19.p2.s1.w15) Борисович, будь ласка. 
ParlaMint-UA_2017-02-21-m1.u20	БАКУМЕНКО О.Б.	#ОлександрБорисовичБакуменко.1959	До співдоповіді запрошується заступник голови Комітету з питань аграрної політики та земельних відносин [Бакуменко](ParlaMint-UA_2017-02-21-m1.u19.p2.s1.w14) Олександр [Борисович](ParlaMint-UA_2017-02-21-m1.u19.p2.s1.w16), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u22	ГОНЧАРЕНКО О.О.	#ОлексійОлексійовичГончаренко.1980	[Гончаренко](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w1) [Олексій](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w2) Олексійович, будь ласка. 
ParlaMint-UA_2017-02-21-m1.u22	ГОНЧАРЕНКО О.О.	#ОлексійОлексійовичГончаренко.1980	[Гончаренко](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w1) Олексій [Олексійович](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w3), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u22	ГОНЧАРЕНКО О.О.	#ОлексійОлексійовичГончаренко.1980	[Гончаренко](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w1) [Олексій](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w2) Олексійович, будь ласка. 
ParlaMint-UA_2017-02-21-m1.u22	ГОНЧАРЕНКО О.О.	#ОлексійОлексійовичГончаренко.1980	[Гончаренко](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w1) Олексій [Олексійович](ParlaMint-UA_2017-02-21-m1.u21.p3.s1.w3), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u23	МУШАК О.П.	#ОлексійПетровичМушак.1982	Прошу передати слово колезі [Мушаку](ParlaMint-UA_2017-02-21-m1.u22.p1.s1.w5) [Олексію](ParlaMint-UA_2017-02-21-m1.u22.p1.s1.w6). 
ParlaMint-UA_2017-02-21-m1.u25	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Передає слово [Олегові](ParlaMint-UA_2017-02-21-m1.u24.p2.s2.w3) [Валерійовичу](ParlaMint-UA_2017-02-21-m1.u24.p2.s2.w4) [Ляшкові](ParlaMint-UA_2017-02-21-m1.u24.p2.s2.w5). 
ParlaMint-UA_2017-02-21-m1.u27	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	[Семенуха](ParlaMint-UA_2017-02-21-m1.u26.p2.s1.w1) [Роман](ParlaMint-UA_2017-02-21-m1.u26.p2.s1.w2) Сергійович, будь ласка. 
ParlaMint-UA_2017-02-21-m1.u27	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	[Семенуха](ParlaMint-UA_2017-02-21-m1.u26.p2.s1.w1) Роман [Сергійович](ParlaMint-UA_2017-02-21-m1.u26.p2.s1.w3), будь ласка. 
ParlaMint-UA_2017-02-21-m1.u28	СОБОЛЄВ Є.В.	#ЄгорВікторовичСоболєв.1977	Прошу передати [Єгору](ParlaMint-UA_2017-02-21-m1.u27.p1.s1.w3) [Соболєву](ParlaMint-UA_2017-02-21-m1.u27.p1.s1.w4). 
ParlaMint-UA_2017-02-21-m1.u30	КУЛІНІЧ О.І.	#ОлегІвановичКулініч.1966	[Кулініч](ParlaMint-UA_2017-02-21-m1.u29.p1.s1.w1) [Олег](ParlaMint-UA_2017-02-21-m1.u29.p1.s1.w2) Іванович, включіть мікрофон. 
ParlaMint-UA_2017-02-21-m1.u30	КУЛІНІЧ О.І.	#ОлегІвановичКулініч.1966	[Кулініч](ParlaMint-UA_2017-02-21-m1.u29.p1.s1.w1) Олег [Іванович](ParlaMint-UA_2017-02-21-m1.u29.p1.s1.w3), включіть мікрофон. 
ParlaMint-UA_2017-02-21-m1.u32	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	[Івченко](ParlaMint-UA_2017-02-21-m1.u31.p3.s1.w1), потім – Левченко. 
ParlaMint-UA_2017-02-21-m1.u38	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	І заключний виступ – [Юрій](ParlaMint-UA_2017-02-21-m1.u37.p2.s1.w5) [Левченко](ParlaMint-UA_2017-02-21-m1.u37.p2.s1.w6), одна хвилина. 
ParlaMint-UA_2017-02-21-m1.u40	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	І я запрошую до доповіді народного депутата України [Герасимова](ParlaMint-UA_2017-02-21-m1.u39.p16.s1.w9) [Артура](ParlaMint-UA_2017-02-21-m1.u39.p16.s1.w10) Володимировича. 
ParlaMint-UA_2017-02-21-m1.u40	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	І я запрошую до доповіді народного депутата України [Герасимова](ParlaMint-UA_2017-02-21-m1.u39.p16.s1.w9) Артура [Володимировича](ParlaMint-UA_2017-02-21-m1.u39.p16.s1.w11). 
ParlaMint-UA_2017-02-21-m1.u42	ФЕДОРУК М.Т.	#МиколаТрохимовичФедорук.1954	Будь ласка, слово для співдоповіді надається голові підкомітету Комітету з питань державного будівництва [Миколі](ParlaMint-UA_2017-02-21-m1.u41.p2.s1.w15) [Федоруку](ParlaMint-UA_2017-02-21-m1.u41.p2.s1.w16). 
ParlaMint-UA_2017-02-21-m1.u44	ФРІЗ І.В.	#ІринаВасилівнаФріз.1974	[Ірина](ParlaMint-UA_2017-02-21-m1.u43.p3.s1.w1) [Фріз](ParlaMint-UA_2017-02-21-m1.u43.p3.s1.w2), будь ласка, від "Блоку Петра Порошенка". 
ParlaMint-UA_2017-02-21-m1.u46	КУДЛАЄНКО С.В.	#СергійВолодимировичКудлаєнко.1975	Будь ласка, пану [Кудлаєнко](ParlaMint-UA_2017-02-21-m1.u45.p1.s1.w5) слово передають. 
ParlaMint-UA_2017-02-21-m1.u46	КУДЛАЄНКО С.В.	#СергійВолодимировичКудлаєнко.1975	Увімкніть мікрофон пану [Кудлаєнко](ParlaMint-UA_2017-02-21-m1.u45.p1.s2.w4). 
ParlaMint-UA_2017-02-21-m1.u48	ВЛАСЕНКО С.В.	#СергійВолодимировичВласенко.1967	Будь ласка, [Сергій](ParlaMint-UA_2017-02-21-m1.u47.p2.s1.w4) [Власенко](ParlaMint-UA_2017-02-21-m1.u47.p2.s1.w5). 
ParlaMint-UA_2017-02-21-m1.u50	ПОМАЗАНОВ А.В.	#АндрійВіталійовичПомазанов.1983	Будь ласка, пан [Помазанов](ParlaMint-UA_2017-02-21-m1.u49.p2.s1.w5) від "Народного фронту". 
ParlaMint-UA_2017-02-21-m1.u52	КОРЧИНСЬКА О.А.	#ОксанаАнатоліївнаКорчинська.1970	Будь ласка, [Оксана](ParlaMint-UA_2017-02-21-m1.u51.p2.s1.w4) [Корчинська](ParlaMint-UA_2017-02-21-m1.u51.p2.s1.w5) від Радикальної партії. 
ParlaMint-UA_2017-02-21-m1.u54	БОЙКО О.П.	#ОленаПетрівнаБойко.1972	І я запрошую до доповіді голову підкомітету Комітету з питань державного будівництва, регіональної політики та місцевого самоврядування [Бойко](ParlaMint-UA_2017-02-21-m1.u53.p6.s2.w19) [Олену](ParlaMint-UA_2017-02-21-m1.u53.p6.s2.w20) Петрівну. 
ParlaMint-UA_2017-02-21-m1.u54	БОЙКО О.П.	#ОленаПетрівнаБойко.1972	І я запрошую до доповіді голову підкомітету Комітету з питань державного будівництва, регіональної політики та місцевого самоврядування [Бойко](ParlaMint-UA_2017-02-21-m1.u53.p6.s2.w19) Олену [Петрівну](ParlaMint-UA_2017-02-21-m1.u53.p6.s2.w21). 
ParlaMint-UA_2017-02-21-m1.u56	ШКРУМ А.І.	#АльонаІванівнаШкрум.1988	Я з вашого дозволу надам 1 хвилину для виступу Олені [Шкрум](ParlaMint-UA_2017-02-21-m1.u55.p128.s1.w11), щоб ми змогли проголосувати технічні неузгодження, які виникли під час обговорення. 
ParlaMint-UA_2017-02-21-m1.u56	ШКРУМ А.І.	#АльонаІванівнаШкрум.1988	Будь ласка, Олена [Шкрум](ParlaMint-UA_2017-02-21-m1.u55.p128.s3.w5), 1 хвилина. 
ParlaMint-UA_2017-02-21-m1.u60	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Мосійчук передає слово [Олегу](ParlaMint-UA_2017-02-21-m1.u59.p3.s1.w4) [Ляшко](ParlaMint-UA_2017-02-21-m1.u59.p3.s1.w5). 
ParlaMint-UA_2017-02-21-m1.u62	ПИНЗЕНИК В.М.	#ВікторМихайловичПинзеник.1954	Мельничук передає [Пинзенику](ParlaMint-UA_2017-02-21-m1.u61.p2.s3.w3). 
ParlaMint-UA_2017-02-21-m1.u64	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	Зараз, будь ласка, [Ірина](ParlaMint-UA_2017-02-21-m1.u63.p1.s2.w6) [Геращенко](ParlaMint-UA_2017-02-21-m1.u63.p1.s2.w7), Перший заступник Голови Верховної Ради України. 
ParlaMint-UA_2017-02-21-m1.u66	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Зараз, будь ласка, [Олег](ParlaMint-UA_2017-02-21-m1.u65.p2.s1.w6) [Ляшко](ParlaMint-UA_2017-02-21-m1.u65.p2.s1.w7), одна хвилина, потім – Олена Шкрум і переходимо до голосування. 
ParlaMint-UA_2017-02-21-m1.u68	ШКРУМ А.І.	#АльонаІванівнаШкрум.1988	Зараз заключне слово Олені [Шкрум](ParlaMint-UA_2017-02-21-m1.u67.p2.s1.w5) і потім переходимо до голосування. 
ParlaMint-UA_2017-02-21-m1.u68	ШКРУМ А.І.	#АльонаІванівнаШкрум.1988	Будь ласка, Олена [Шкрум](ParlaMint-UA_2017-02-21-m1.u67.p2.s3.w5) і переходимо до прийняття рішення, будь ласка 
ParlaMint-UA_2017-02-21-m1.u74	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	І я запрошую до доповіді Представника Президента у Верховній Раді України [Артура](ParlaMint-UA_2017-02-21-m1.u73.p20.s1.w12) [Герасимова](ParlaMint-UA_2017-02-21-m1.u73.p20.s1.w13). 
ParlaMint-UA_2017-02-21-m1.u76	ФЕДОРУК М.Т.	#МиколаТрохимовичФедорук.1954	До співдоповіді запрошується голова підкомітету Комітету з питань державного будівництва, регіональної політики та місцевого самоврядування [Федорук](ParlaMint-UA_2017-02-21-m1.u75.p2.s1.w17) [Микола](ParlaMint-UA_2017-02-21-m1.u75.p2.s1.w18) Трохимович. 
ParlaMint-UA_2017-02-21-m1.u76	ФЕДОРУК М.Т.	#МиколаТрохимовичФедорук.1954	До співдоповіді запрошується голова підкомітету Комітету з питань державного будівництва, регіональної політики та місцевого самоврядування [Федорук](ParlaMint-UA_2017-02-21-m1.u75.p2.s1.w17) Микола [Трохимович](ParlaMint-UA_2017-02-21-m1.u75.p2.s1.w19). 
ParlaMint-UA_2017-02-21-m1.u78	ГЕРАСИМОВ А.В.	#АртурВолодимировичГерасимов.1972	1 хвилину [Герасимов](ParlaMint-UA_2017-02-21-m1.u77.p10.s2.w3) і прошу депутатів підійти у зал. Прошу колег запросити у зал і 1 хвилину Артур Герасимов. 
